decisao_id,numero_da_decisao,resumo_da_decisao,conteudo_da_decisao,juiz_id,processo_id,lei_id
1925,decisao 1925,resumo 1925,conteudo 1925,11,128,414
1926,decisao 1926,resumo 1926,conteudo 1926,68,118,49
1927,decisao 1927,resumo 1927,conteudo 1927,34,763,174
1928,decisao 1928,resumo 1928,conteudo 1928,35,282,422
1929,decisao 1929,resumo 1929,conteudo 1929,92,349,82
1930,decisao 1930,resumo 1930,conteudo 1930,45,877,318
1931,decisao 1931,resumo 1931,conteudo 1931,98,543,262
1932,decisao 1932,resumo 1932,conteudo 1932,85,633,304
1933,decisao 1933,resumo 1933,conteudo 1933,79,79,289
1934,decisao 1934,resumo 1934,conteudo 1934,4,385,493
1935,decisao 1935,resumo 1935,conteudo 1935,19,942,163
1936,decisao 1936,resumo 1936,conteudo 1936,53,624,84
1937,decisao 1937,resumo 1937,conteudo 1937,63,134,24
1938,decisao 1938,resumo 1938,conteudo 1938,50,88,353
1939,decisao 1939,resumo 1939,conteudo 1939,59,721,283
1940,decisao 1940,resumo 1940,conteudo 1940,22,147,418
1941,decisao 1941,resumo 1941,conteudo 1941,34,713,116
1942,decisao 1942,resumo 1942,conteudo 1942,70,226,455
1943,decisao 1943,resumo 1943,conteudo 1943,74,598,326
1944,decisao 1944,resumo 1944,conteudo 1944,24,425,482
1945,decisao 1945,resumo 1945,conteudo 1945,34,6,56
1946,decisao 1946,resumo 1946,conteudo 1946,84,89,382
1947,decisao 1947,resumo 1947,conteudo 1947,79,256,420
1948,decisao 1948,resumo 1948,conteudo 1948,44,636,338
1949,decisao 1949,resumo 1949,conteudo 1949,19,469,396
1950,decisao 1950,resumo 1950,conteudo 1950,5,209,73
1951,decisao 1951,resumo 1951,conteudo 1951,76,656,48
1952,decisao 1952,resumo 1952,conteudo 1952,94,790,450
1953,decisao 1953,resumo 1953,conteudo 1953,96,829,3
1954,decisao 1954,resumo 1954,conteudo 1954,23,388,487
1955,decisao 1955,resumo 1955,conteudo 1955,62,59,249
1956,decisao 1956,resumo 1956,conteudo 1956,93,73,234
1957,decisao 1957,resumo 1957,conteudo 1957,42,857,312
1958,decisao 1958,resumo 1958,conteudo 1958,74,658,349
1959,decisao 1959,resumo 1959,conteudo 1959,44,373,361
1960,decisao 1960,resumo 1960,conteudo 1960,69,167,73
1961,decisao 1961,resumo 1961,conteudo 1961,86,354,376
1962,decisao 1962,resumo 1962,conteudo 1962,98,843,153
1963,decisao 1963,resumo 1963,conteudo 1963,73,978,166
1964,decisao 1964,resumo 1964,conteudo 1964,82,841,257
1965,decisao 1965,resumo 1965,conteudo 1965,62,626,258
1966,decisao 1966,resumo 1966,conteudo 1966,35,418,41
1967,decisao 1967,resumo 1967,conteudo 1967,85,530,496
1968,decisao 1968,resumo 1968,conteudo 1968,32,174,68
1969,decisao 1969,resumo 1969,conteudo 1969,35,766,270
1970,decisao 1970,resumo 1970,conteudo 1970,96,694,282
1971,decisao 1971,resumo 1971,conteudo 1971,43,70,110
1972,decisao 1972,resumo 1972,conteudo 1972,56,514,74
1973,decisao 1973,resumo 1973,conteudo 1973,10,205,74
1974,decisao 1974,resumo 1974,conteudo 1974,37,942,6
1975,decisao 1975,resumo 1975,conteudo 1975,64,205,491
1976,decisao 1976,resumo 1976,conteudo 1976,34,409,229
1977,decisao 1977,resumo 1977,conteudo 1977,83,422,428
1978,decisao 1978,resumo 1978,conteudo 1978,99,872,21
1979,decisao 1979,resumo 1979,conteudo 1979,38,337,175
1980,decisao 1980,resumo 1980,conteudo 1980,61,78,485
1981,decisao 1981,resumo 1981,conteudo 1981,67,998,39
1982,decisao 1982,resumo 1982,conteudo 1982,33,173,323
1983,decisao 1983,resumo 1983,conteudo 1983,70,461,349
1984,decisao 1984,resumo 1984,conteudo 1984,27,408,223
1985,decisao 1985,resumo 1985,conteudo 1985,46,518,333
1986,decisao 1986,resumo 1986,conteudo 1986,72,247,182
1987,decisao 1987,resumo 1987,conteudo 1987,18,939,492
1988,decisao 1988,resumo 1988,conteudo 1988,60,209,300
1989,decisao 1989,resumo 1989,conteudo 1989,30,708,180
1990,decisao 1990,resumo 1990,conteudo 1990,91,990,337
1991,decisao 1991,resumo 1991,conteudo 1991,70,146,53
1992,decisao 1992,resumo 1992,conteudo 1992,82,912,125
1993,decisao 1993,resumo 1993,conteudo 1993,25,853,256
1994,decisao 1994,resumo 1994,conteudo 1994,36,505,219
1995,decisao 1995,resumo 1995,conteudo 1995,71,975,188
1996,decisao 1996,resumo 1996,conteudo 1996,27,341,158
1997,decisao 1997,resumo 1997,conteudo 1997,90,776,200
1998,decisao 1998,resumo 1998,conteudo 1998,72,158,94
1999,decisao 1999,resumo 1999,conteudo 1999,46,136,498
2000,decisao 2000,resumo 2000,conteudo 2000,9,178,254
